Date,Crime Type,Crime Description,District,Ward,Latitude,Longitude,Location,Arrest,Year
2016-06-08 22:20:00,PROSTITUTION,SOLICIT ON PUBLIC WAY,11.0,24.0,41.87008686,-87.744888644,"(41.87008686, -87.744888644)",True,2016
2016-05-02 00:01:00,BATTERY,DOMESTIC BATTERY SIMPLE,6.0,17.0,41.751539633,-87.661855469,"(41.751539633, -87.661855469)",False,2016
2016-07-19 19:09:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,2.0,3.0,41.805728622,-87.61735290600001,"(41.805728622, -87.617352906)",True,2016
2016-01-08 17:00:00,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,3.0,6.0,41.76680404,-87.60561968299999,"(41.76680404, -87.605619683)",False,2016
2016-09-17 14:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,4.0,7.0,41.752950248000005,-87.554061838,"(41.752950248, -87.554061838)",False,2016
2016-10-28 09:15:00,OTHER OFFENSE,OTHER WEAPONS VIOLATION,22.0,34.0,41.693918171,-87.64486537799999,"(41.693918171, -87.644865378)",False,2016
2016-07-29 17:00:00,BATTERY,SIMPLE,17.0,33.0,41.971276933,-87.70489027,"(41.971276933, -87.70489027)",False,2016
2016-07-09 20:00:00,THEFT,FROM BUILDING,2.0,4.0,41.795190552,-87.58800765299999,"(41.795190552, -87.588007653)",False,2016
2016-06-19 12:30:00,THEFT,OVER $500,25.0,37.0,41.90779153,-87.746787129,"(41.90779153, -87.746787129)",False,2016
2016-10-22 16:05:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,19.0,44.0,41.94181981,-87.647692745,"(41.94181981, -87.647692745)",False,2016
2016-08-20 03:00:00,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,17.0,33.0,41.957870186,-87.720386338,"(41.957870186, -87.720386338)",False,2016
2016-06-14 03:30:00,BATTERY,SIMPLE,18.0,42.0,41.891690385,-87.626317482,"(41.891690385, -87.626317482)",False,2016
2016-08-20 20:00:00,CRIMINAL DAMAGE,TO PROPERTY,6.0,17.0,41.751766171999996,-87.660236947,"(41.751766172, -87.660236947)",False,2016
2016-01-25 18:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,7.0,16.0,41.789901003000004,-87.652335605,"(41.789901003, -87.652335605)",False,2016
2016-09-14 02:00:00,THEFT,$500 AND UNDER,4.0,8.0,41.757855114,-87.58346260299999,"(41.757855114, -87.583462603)",False,2016
2016-04-01 12:50:00,BATTERY,SIMPLE,7.0,17.0,41.774201455,-87.651038954,"(41.774201455, -87.651038954)",False,2016
2016-03-04 08:50:00,BURGLARY,FORCIBLE ENTRY,25.0,31.0,41.928768405,-87.75001265,"(41.928768405, -87.75001265)",False,2016
2016-04-02 18:23:00,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,4.0,7.0,41.720331711,-87.561012775,"(41.720331711, -87.561012775)",True,2016
2016-02-04 14:14:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,6.0,6.0,41.752613231,-87.606479974,"(41.752613231, -87.606479974)",True,2016
2016-01-13 07:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,7.0,16.0,41.777309867,-87.640802922,"(41.777309867, -87.640802922)",False,2016
2016-08-29 06:20:00,THEFT,$500 AND UNDER,5.0,34.0,41.680390314,-87.65904109899999,"(41.680390314, -87.659041099)",False,2016
2016-11-15 21:00:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,14.0,1.0,41.933917155,-87.694437434,"(41.933917155, -87.694437434)",False,2016
2016-08-18 15:15:00,THEFT,OVER $500,4.0,7.0,41.754823635,-87.55109257299999,"(41.754823635, -87.551092573)",False,2016
2016-07-02 14:30:00,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,5.0,34.0,41.688289363,-87.628984713,"(41.688289363, -87.628984713)",False,2016
2016-05-02 17:00:00,CRIMINAL DAMAGE,TO PROPERTY,16.0,36.0,41.950951851999996,-87.832987319,"(41.950951852, -87.832987319)",False,2016
2016-06-27 13:25:00,THEFT,OVER $500,19.0,43.0,41.927992712,-87.641913321,"(41.927992712, -87.641913321)",False,2016
2016-08-10 18:40:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2.0,4.0,41.830697249,-87.61447689100001,"(41.830697249, -87.614476891)",False,2016
2016-01-03 20:00:00,THEFT,OVER $500,8.0,18.0,41.752900581999995,-87.697016339,"(41.752900582, -87.697016339)",False,2016
2016-05-09 17:20:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,1.0,42.0,41.884688196999996,-87.63682783600001,"(41.884688197, -87.636827836)",False,2016
2016-02-03 09:10:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,2.0,4.0,41.809597452,-87.60071921,"(41.809597452, -87.60071921)",False,2016
2016-02-01 14:20:00,BATTERY,SIMPLE,7.0,16.0,41.779640335,-87.65237451600001,"(41.779640335, -87.652374516)",False,2016
2016-03-30 16:35:00,ASSAULT,SIMPLE,6.0,6.0,41.747603744,-87.606734369,"(41.747603744, -87.606734369)",False,2016
2016-02-20 17:50:00,CRIMINAL DAMAGE,TO PROPERTY,11.0,26.0,41.902825075,-87.707398667,"(41.902825075, -87.707398667)",False,2016
2016-08-26 09:44:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,3.0,8.0,41.761906345,-87.58356205,"(41.761906345, -87.58356205)",False,2016
2016-02-09 01:00:00,THEFT,FROM BUILDING,18.0,42.0,41.894539838,-87.624243916,"(41.894539838, -87.624243916)",False,2016
2016-03-18 15:10:00,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,1.0,42.0,41.885740288,-87.631590568,"(41.885740288, -87.631590568)",True,2016
2016-07-23 20:30:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,2.0,4.0,41.817823758,-87.609213474,"(41.817823758, -87.609213474)",False,2016
2016-09-15 23:30:00,ROBBERY,ARMED: HANDGUN,12.0,27.0,41.893743506,-87.704725344,"(41.893743506, -87.704725344)",False,2016
2016-01-09 04:00:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,8.0,14.0,41.789429682,-87.703442674,"(41.789429682, -87.703442674)",False,2016
2016-04-10 14:18:00,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",25.0,37.0,41.9116839,-87.745917518,"(41.9116839, -87.745917518)",False,2016
2016-09-07 10:10:00,CRIMINAL DAMAGE,TO PROPERTY,15.0,29.0,41.877723389,-87.767125757,"(41.877723389, -87.767125757)",False,2016
2016-08-23 12:00:00,ASSAULT,SIMPLE,25.0,29.0,41.929716782,-87.781998059,"(41.929716782, -87.781998059)",False,2016
2016-09-15 12:00:00,THEFT,OVER $500,4.0,7.0,41.754443091999995,-87.566288239,"(41.754443092, -87.566288239)",False,2016
2016-06-02 12:57:00,BATTERY,SIMPLE,4.0,8.0,41.722192936999996,-87.594489325,"(41.722192937, -87.594489325)",False,2016
2016-02-19 13:30:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,9.0,16.0,41.802641458000004,-87.662382149,"(41.802641458, -87.662382149)",True,2016
2016-03-22 14:55:00,ASSAULT,SIMPLE,10.0,22.0,41.849045571,-87.708829783,"(41.849045571, -87.708829783)",False,2016
2016-05-05 18:00:00,THEFT,OVER $500,17.0,39.0,41.962957451,-87.72909215899999,"(41.962957451, -87.729092159)",False,2016
2016-02-21 13:10:00,BATTERY,SIMPLE,16.0,36.0,41.938971675,-87.80207833,"(41.938971675, -87.80207833)",False,2016
2016-10-11 17:50:00,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,9.0,20.0,41.805898401,-87.67462079299999,"(41.805898401, -87.674620793)",True,2016
2016-05-31 00:30:00,CRIMINAL DAMAGE,TO PROPERTY,5.0,9.0,41.655426827,-87.60232630600001,"(41.655426827, -87.602326306)",False,2016
2016-10-12 21:30:00,BATTERY,SIMPLE,25.0,30.0,41.909882216999996,-87.726635552,"(41.909882217, -87.726635552)",True,2016
2016-02-09 15:45:00,MOTOR VEHICLE THEFT,AUTOMOBILE,25.0,31.0,41.927801398,-87.754688495,"(41.927801398, -87.754688495)",False,2016
2016-08-08 07:00:00,THEFT,$500 AND UNDER,4.0,10.0,41.662184236,-87.55198061200001,"(41.662184236, -87.551980612)",False,2016
2016-04-14 17:00:00,THEFT,RETAIL THEFT,25.0,37.0,41.90690686,-87.74604947899999,"(41.90690686, -87.746049479)",False,2016
2016-09-30 07:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,22.0,34.0,41.711843378000005,-87.650259442,"(41.711843378, -87.650259442)",False,2016
2016-04-10 20:08:00,BATTERY,SIMPLE,5.0,9.0,41.699450245,-87.62092051399999,"(41.699450245, -87.620920514)",False,2016
2016-10-28 11:10:00,CRIMINAL TRESPASS,TO RESIDENCE,6.0,9.0,41.725679409,-87.606292755,"(41.725679409, -87.606292755)",True,2016
2016-09-15 18:00:00,THEFT,OVER $500,19.0,43.0,41.929062232,-87.650504703,"(41.929062232, -87.650504703)",False,2016
2016-11-05 17:55:00,BATTERY,SIMPLE,11.0,24.0,41.875945922,-87.74330006299999,"(41.875945922, -87.743300063)",False,2016
2016-12-21 14:00:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,5.0,34.0,41.681126941,-87.638500244,"(41.681126941, -87.638500244)",False,2016
2016-10-06 21:20:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,10.0,24.0,41.862899676,-87.71105183899999,"(41.862899676, -87.711051839)",True,2016
2016-08-15 12:00:00,CRIMINAL DAMAGE,TO PROPERTY,2.0,4.0,41.806836621,-87.60892641,"(41.806836621, -87.60892641)",False,2016
2016-06-23 04:09:00,THEFT,OVER $500,16.0,45.0,41.963351356,-87.76097796,"(41.963351356, -87.76097796)",False,2016
2016-05-28 04:00:00,THEFT,OVER $500,18.0,42.0,41.892507682,-87.62623868600001,"(41.892507682, -87.626238686)",False,2016
2016-11-30 09:55:00,THEFT,$500 AND UNDER,22.0,19.0,41.721152421,-87.66713898399999,"(41.721152421, -87.667138984)",False,2016
2016-01-20 14:45:00,ASSAULT,SIMPLE,25.0,31.0,41.937865835,-87.750617051,"(41.937865835, -87.750617051)",False,2016
2016-08-04 22:48:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,11.0,27.0,41.900001579,-87.723783155,"(41.900001579, -87.723783155)",True,2016
2016-03-18 00:10:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,4.0,8.0,41.757957106,-87.581013122,"(41.757957106, -87.581013122)",False,2016
2016-10-18 11:00:00,THEFT,$500 AND UNDER,8.0,13.0,41.780328363,-87.717896689,"(41.780328363, -87.717896689)",False,2016
2016-07-08 13:00:00,THEFT,OVER $500,1.0,42.0,41.881847601,-87.641772074,"(41.881847601, -87.641772074)",False,2016
2016-05-16 00:50:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,15.0,28.0,41.879170269,-87.75350806,"(41.879170269, -87.75350806)",True,2016
2016-08-01 13:15:00,ASSAULT,SIMPLE,10.0,25.0,41.851804072,-87.68563492,"(41.851804072, -87.68563492)",False,2016
2016-05-25 18:10:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,2.0,20.0,41.79069087,-87.617498271,"(41.79069087, -87.617498271)",True,2016
2016-04-01 00:01:00,CRIMINAL DAMAGE,TO PROPERTY,3.0,7.0,41.76203965,-87.571288931,"(41.76203965, -87.571288931)",False,2016
2016-07-01 03:02:00,PUBLIC PEACE VIOLATION,PEEPING TOM,5.0,34.0,41.671795372,-87.646583555,"(41.671795372, -87.646583555)",False,2016
2016-03-17 07:30:00,THEFT,POCKET-PICKING,6.0,6.0,41.750940756999995,-87.62518522200001,"(41.750940757, -87.625185222)",False,2016
2016-08-16 16:00:00,THEFT,OVER $500,3.0,5.0,41.770913736,-87.589568135,"(41.770913736, -87.589568135)",False,2016
2016-05-01 23:40:00,MOTOR VEHICLE THEFT,AUTOMOBILE,24.0,50.0,41.997865929,-87.681838215,"(41.997865929, -87.681838215)",False,2016
2016-03-30 08:00:00,ASSAULT,SIMPLE,15.0,29.0,41.88489739,-87.766676821,"(41.88489739, -87.766676821)",False,2016
2016-09-30 19:45:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,24.0,50.0,42.011299722,-87.69372617399999,"(42.011299722, -87.693726174)",False,2016
2016-03-09 09:10:00,ROBBERY,ARMED: HANDGUN,8.0,14.0,41.793489353000005,-87.70510448299999,"(41.793489353, -87.705104483)",False,2016
2016-02-19 13:42:00,ROBBERY,STRONGARM - NO WEAPON,8.0,18.0,41.749786196,-87.707582984,"(41.749786196, -87.707582984)",False,2016
2016-06-21 21:00:00,BATTERY,SIMPLE,8.0,14.0,41.787630652,-87.702165901,"(41.787630652, -87.702165901)",False,2016
2016-10-29 13:15:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,20.0,48.0,41.976814727,-87.659880317,"(41.976814727, -87.659880317)",False,2016
2016-01-28 16:10:00,ROBBERY,STRONGARM - NO WEAPON,18.0,27.0,41.910966915,-87.64500678899999,"(41.910966915, -87.645006789)",False,2016
2016-11-28 07:30:00,CRIMINAL TRESPASS,TO VEHICLE,2.0,4.0,41.800732013,-87.603944955,"(41.800732013, -87.603944955)",False,2016
2016-05-01 22:30:00,CRIMINAL DAMAGE,TO VEHICLE,9.0,25.0,41.857487341,-87.63188851700001,"(41.857487341, -87.631888517)",False,2016
2016-07-11 20:00:00,BATTERY,SIMPLE,1.0,4.0,41.838857998,-87.607820424,"(41.838857998, -87.607820424)",True,2016
2016-08-17 16:30:00,THEFT,$500 AND UNDER,18.0,42.0,41.891475999,-87.62537228,"(41.891475999, -87.62537228)",False,2016
2016-04-09 00:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,3.0,8.0,41.758628099,-87.60119292899999,"(41.758628099, -87.601192929)",False,2016
2016-12-23 22:40:00,CRIMINAL DAMAGE,TO VEHICLE,9.0,12.0,41.815052348,-87.66636854299999,"(41.815052348, -87.666368543)",False,2016
2016-07-04 13:00:00,ROBBERY,ARMED: HANDGUN,4.0,8.0,41.754513147,-87.577271151,"(41.754513147, -87.577271151)",False,2016
2016-04-18 23:00:00,CRIMINAL TRESPASS,TO VEHICLE,8.0,15.0,41.776916526,-87.70309219299999,"(41.776916526, -87.703092193)",False,2016
2016-08-12 18:00:00,THEFT,OVER $500,5.0,8.0,41.715766636,-87.600628385,"(41.715766636, -87.600628385)",False,2016
2016-10-27 10:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,25.0,37.0,41.905289998,-87.732163624,"(41.905289998, -87.732163624)",False,2016
2016-08-08 14:23:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,4.0,8.0,41.750567935,-87.59303164100001,"(41.750567935, -87.593031641)",False,2016
2016-02-29 17:47:00,THEFT,FROM BUILDING,3.0,20.0,41.783093446,-87.607243127,"(41.783093446, -87.607243127)",False,2016
2016-08-31 13:00:00,THEFT,$500 AND UNDER,17.0,39.0,41.955540908,-87.723066711,"(41.955540908, -87.723066711)",False,2016
2016-10-28 18:20:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,11.0,28.0,41.885447483,-87.71175118299999,"(41.885447483, -87.711751183)",True,2016
2016-04-28 23:20:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,2.0,4.0,41.816358925,-87.606702419,"(41.816358925, -87.606702419)",False,2016
2016-09-14 19:30:00,ASSAULT,AGGRAVATED: HANDGUN,2.0,3.0,41.81059914,-87.626120485,"(41.81059914, -87.626120485)",False,2016
2016-12-16 12:00:00,THEFT,$500 AND UNDER,9.0,12.0,41.815050196,-87.671214485,"(41.815050196, -87.671214485)",False,2016
2016-06-28 06:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,17.0,39.0,41.966994711999995,-87.72555342700001,"(41.966994712, -87.725553427)",False,2016
2016-07-25 11:00:00,THEFT,OVER $500,9.0,11.0,41.84097894,-87.649353839,"(41.84097894, -87.649353839)",False,2016
2016-01-11 13:30:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,15.0,28.0,41.884856209,-87.763346345,"(41.884856209, -87.763346345)",False,2016
2016-07-27 22:08:00,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,19.0,47.0,41.963147421,-87.687861744,"(41.963147421, -87.687861744)",False,2016
2016-06-25 02:00:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,2.0,2.0,41.834276976,-87.618187029,"(41.834276976, -87.618187029)",False,2016
2016-05-07 01:00:00,THEFT,FROM BUILDING,18.0,42.0,41.903933222,-87.62912853600001,"(41.903933222, -87.629128536)",False,2016
2016-03-30 07:00:00,BURGLARY,FORCIBLE ENTRY,16.0,41.0,41.999555588,-87.811044348,"(41.999555588, -87.811044348)",False,2016
2016-10-06 10:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,9.0,16.0,41.802973976,-87.68249592299999,"(41.802973976, -87.682495923)",False,2016
2016-07-09 03:01:00,CRIMINAL DAMAGE,TO PROPERTY,18.0,42.0,41.892631803,-87.618362824,"(41.892631803, -87.618362824)",False,2016
2016-08-04 22:05:00,CRIMINAL DAMAGE,TO PROPERTY,15.0,28.0,41.886643019,-87.76340758399999,"(41.886643019, -87.763407584)",False,2016
2016-04-17 12:25:00,BATTERY,DOMESTIC BATTERY SIMPLE,11.0,28.0,41.878860042,-87.726396631,"(41.878860042, -87.726396631)",False,2016
2016-03-28 20:30:00,BATTERY,SIMPLE,20.0,40.0,41.972208173,-87.69462122700001,"(41.972208173, -87.694621227)",False,2016
2016-05-20 14:47:00,THEFT,$500 AND UNDER,20.0,48.0,41.984410822,-87.65803846899999,"(41.984410822, -87.658038469)",False,2016
2016-05-14 14:55:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,25.0,37.0,41.908613065,-87.753469472,"(41.908613065, -87.753469472)",True,2016
2016-05-16 21:15:00,THEFT,PURSE-SNATCHING,15.0,28.0,41.880427065999996,-87.750783005,"(41.880427066, -87.750783005)",False,2016
2016-09-29 00:05:00,MOTOR VEHICLE THEFT,AUTOMOBILE,16.0,38.0,41.949384701,-87.80835884,"(41.949384701, -87.80835884)",False,2016
2016-04-09 14:00:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,16.0,36.0,41.965720818,-87.83668484100001,"(41.965720818, -87.836684841)",False,2016
2016-03-26 07:00:00,THEFT,$500 AND UNDER,24.0,50.0,42.001822361,-87.689987495,"(42.001822361, -87.689987495)",False,2016
2016-06-11 09:40:00,THEFT,OVER $500,2.0,4.0,41.802035716999995,-87.586461281,"(41.802035717, -87.586461281)",False,2016
2016-03-12 13:30:00,THEFT,OVER $500,19.0,44.0,41.938636968000004,-87.64960867,"(41.938636968, -87.64960867)",False,2016
2016-06-07 07:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,7.0,17.0,41.762248714,-87.668601722,"(41.762248714, -87.668601722)",True,2016
2016-04-16 22:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,6.0,21.0,41.724825625,-87.630054765,"(41.724825625, -87.630054765)",False,2016
2016-02-06 15:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,11.0,37.0,41.899737554,-87.73885321700001,"(41.899737554, -87.738853217)",False,2016
2016-09-12 23:10:00,BATTERY,SIMPLE,9.0,12.0,41.824597713,-87.695496086,"(41.824597713, -87.695496086)",True,2016
2016-07-06 15:06:00,THEFT,RETAIL THEFT,1.0,42.0,41.885992568,-87.63245817200001,"(41.885992568, -87.632458172)",False,2016
2016-11-23 11:21:00,OTHER OFFENSE,TELEPHONE THREAT,25.0,36.0,41.92975157,-87.80277958100001,"(41.92975157, -87.802779581)",False,2016
2016-01-09 04:57:00,THEFT,ATTEMPT THEFT,19.0,32.0,41.926247716,-87.65904172799999,"(41.926247716, -87.659041728)",False,2016
2016-09-26 21:00:00,THEFT,$500 AND UNDER,10.0,22.0,41.847326411,-87.72340626299999,"(41.847326411, -87.723406263)",False,2016
2016-09-11 14:40:00,THEFT,FROM BUILDING,1.0,42.0,41.88018827,-87.626154195,"(41.88018827, -87.626154195)",False,2016
2016-07-08 19:44:00,CRIMINAL TRESPASS,TO LAND,1.0,2.0,41.867251542,-87.639594427,"(41.867251542, -87.639594427)",True,2016
2016-03-31 16:45:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,22.0,21.0,41.709888852,-87.6557261,"(41.709888852, -87.6557261)",False,2016
2016-07-09 06:10:00,ASSAULT,SIMPLE,6.0,8.0,41.750843608000004,-87.60395296600001,"(41.750843608, -87.603952966)",False,2016
2016-03-20 17:25:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,20.0,48.0,41.985534486999995,-87.660126814,"(41.985534487, -87.660126814)",False,2016
2016-05-27 15:15:00,CRIMINAL DAMAGE,TO VEHICLE,11.0,27.0,41.889951757,-87.716511355,"(41.889951757, -87.716511355)",False,2016
2016-04-22 18:30:00,THEFT,$500 AND UNDER,5.0,34.0,41.705297068,-87.62692777,"(41.705297068, -87.62692777)",False,2016
2016-04-04 00:00:00,CRIMINAL DAMAGE,TO PROPERTY,10.0,24.0,41.854364035,-87.72107829999999,"(41.854364035, -87.7210783)",False,2016
2016-11-20 12:00:00,THEFT,FROM BUILDING,19.0,32.0,41.931039147,-87.675124565,"(41.931039147, -87.675124565)",False,2016
2016-05-27 03:30:00,ROBBERY,STRONGARM - NO WEAPON,7.0,17.0,41.764711275,-87.646825215,"(41.764711275, -87.646825215)",False,2016
2016-05-27 09:57:00,OTHER OFFENSE,TELEPHONE THREAT,5.0,9.0,41.708309888,-87.60834894,"(41.708309888, -87.60834894)",False,2016
2016-08-12 07:35:00,ROBBERY,ARMED: HANDGUN,7.0,15.0,41.776904756,-87.67505688600001,"(41.776904756, -87.675056886)",False,2016
2016-08-11 09:00:00,THEFT,$500 AND UNDER,3.0,20.0,41.778980114,-87.615597389,"(41.778980114, -87.615597389)",False,2016
2016-02-26 14:45:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,10.0,24.0,41.85256088,-87.71235599200001,"(41.85256088, -87.712355992)",False,2016
2016-07-13 23:00:00,BATTERY,AGG PO HANDS NO/MIN INJURY,20.0,48.0,41.973264086,-87.65853868399999,"(41.973264086, -87.658538684)",True,2016
2016-12-21 12:05:00,THEFT,$500 AND UNDER,8.0,23.0,41.800464977,-87.723370404,"(41.800464977, -87.723370404)",False,2016
2016-09-16 15:45:00,ROBBERY,ARMED: HANDGUN,3.0,5.0,41.765687332,-87.57136673,"(41.765687332, -87.57136673)",False,2016
2016-07-07 20:33:00,NARCOTICS,POSS: PCP,12.0,2.0,41.864276646,-87.659858479,"(41.864276646, -87.659858479)",True,2016
2016-01-17 12:45:00,THEFT,FROM BUILDING,18.0,43.0,41.908390488,-87.634623176,"(41.908390488, -87.634623176)",False,2016
2016-10-03 18:05:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDGUN,14.0,26.0,41.909207482,-87.690877871,"(41.909207482, -87.690877871)",True,2016
2016-01-30 11:30:00,THEFT,FROM BUILDING,12.0,26.0,41.897015617,-87.700406793,"(41.897015617, -87.700406793)",False,2016
2016-10-16 16:30:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2.0,4.0,41.799515859,-87.591448973,"(41.799515859, -87.591448973)",False,2016
2016-08-01 06:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,2.0,4.0,41.809547093,-87.605315853,"(41.809547093, -87.605315853)",False,2016
2016-01-05 15:45:00,CRIMINAL DAMAGE,TO VEHICLE,2.0,4.0,41.806821175,-87.604316037,"(41.806821175, -87.604316037)",False,2016
2016-08-22 10:52:00,ASSAULT,SIMPLE,8.0,15.0,41.780751230999996,-87.706270095,"(41.780751231, -87.706270095)",False,2016
2016-07-24 02:10:00,THEFT,$500 AND UNDER,3.0,5.0,41.768760082,-87.588815879,"(41.768760082, -87.588815879)",False,2016
2016-05-30 03:41:00,OTHER OFFENSE,PAROLE VIOLATION,3.0,5.0,41.765807171,-87.60464491299999,"(41.765807171, -87.604644913)",True,2016
2016-10-11 06:22:00,BATTERY,DOMESTIC BATTERY SIMPLE,6.0,21.0,41.746844585,-87.654461825,"(41.746844585, -87.654461825)",False,2016
2016-10-17 07:00:00,CRIMINAL TRESPASS,TO LAND,16.0,41.0,41.986106340999996,-87.807454035,"(41.986106341, -87.807454035)",False,2016
2016-09-07 19:12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,1.0,42.0,41.88320956,-87.630156699,"(41.88320956, -87.630156699)",False,2016
2016-10-07 16:00:00,THEFT,FROM BUILDING,18.0,43.0,41.911170141999996,-87.631881548,"(41.911170142, -87.631881548)",False,2016
2016-12-05 20:30:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,9.0,3.0,41.827797157,-87.631434876,"(41.827797157, -87.631434876)",False,2016
2016-03-19 10:00:00,THEFT,OVER $500,8.0,13.0,41.759769304,-87.722242204,"(41.759769304, -87.722242204)",False,2016
2016-05-24 20:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,16.0,38.0,41.950220996999995,-87.784732893,"(41.950220997, -87.784732893)",False,2016
2016-07-02 03:40:00,BATTERY,AGGRAVATED: HANDGUN,12.0,25.0,41.856687669,-87.68202868700001,"(41.856687669, -87.682028687)",False,2016
2016-02-26 08:30:00,THEFT,OVER $500,4.0,10.0,41.731352935,-87.55128581299999,"(41.731352935, -87.551285813)",False,2016
2016-07-25 18:00:00,BURGLARY,FORCIBLE ENTRY,17.0,38.0,41.949281403,-87.74462404,"(41.949281403, -87.74462404)",False,2016
2016-12-20 08:00:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,6.0,21.0,41.740918989,-87.631967753,"(41.740918989, -87.631967753)",False,2016
2016-10-30 15:50:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,8.0,13.0,41.779580806999995,-87.733775485,"(41.779580807, -87.733775485)",True,2016
2016-08-12 08:20:00,ASSAULT,SIMPLE,7.0,16.0,41.791891563,-87.654815464,"(41.791891563, -87.654815464)",False,2016
2016-09-09 20:30:00,THEFT,RETAIL THEFT,12.0,27.0,41.896058183,-87.654804865,"(41.896058183, -87.654804865)",False,2016
2016-01-27 20:40:00,BATTERY,AGGRAVATED: HANDGUN,16.0,45.0,41.951806202,-87.752188505,"(41.951806202, -87.752188505)",False,2016
2016-06-29 03:00:00,BURGLARY,UNLAWFUL ENTRY,17.0,38.0,41.948594174,-87.73800984299999,"(41.948594174, -87.738009843)",False,2016
2016-11-01 22:00:00,CRIMINAL DAMAGE,TO PROPERTY,4.0,10.0,41.702684248000004,-87.52527447799999,"(41.702684248, -87.525274478)",False,2016
2016-12-19 21:05:00,THEFT,RETAIL THEFT,25.0,37.0,41.90690686,-87.74604947899999,"(41.90690686, -87.746049479)",True,2016
2016-01-01 00:02:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,15.0,37.0,41.891822718,-87.762013635,"(41.891822718, -87.762013635)",True,2016
2016-12-15 23:30:00,THEFT,$500 AND UNDER,22.0,19.0,41.691606897,-87.69764640700001,"(41.691606897, -87.697646407)",False,2016
2016-07-29 23:30:00,CRIMINAL DAMAGE,TO VEHICLE,18.0,42.0,41.892328543000005,-87.64052046200001,"(41.892328543, -87.640520462)",False,2016
2016-09-06 16:35:00,CRIMINAL DAMAGE,TO PROPERTY,5.0,34.0,41.693484700999996,-87.624127872,"(41.693484701, -87.624127872)",False,2016
